ID,year,team,Wins,Losses,Championship,attendance,salary
741,2012,ATL,94,68,N,2420171,82829942
742,2012,BAL,93,69,N,2102240,77353999
743,2012,BOS,69,93,N,3043003,173186617
744,2012,CHA,85,77,N,1965955,96919500
745,2012,CHN,61,101,N,2882756,88197033
746,2012,CIN,97,65,N,2347251,82203616
747,2012,CLE,68,94,N,1603596,78430300
748,2012,COL,64,98,N,2630458,78069571
749,2012,DET,88,74,N,3028033,132300000
750,2012,HOU,55,107,N,1607733,60651000
751,2012,KCA,72,90,N,1739859,60916225
752,2012,LAA,89,73,N,3061770,154485166
753,2012,LAN,86,76,N,3324246,95143575
754,2012,MIA,69,93,N,2219444,118078000
755,2012,MIL,83,79,N,2831385,97653944
756,2012,MIN,66,96,N,2776354,94085000
757,2012,NYA,95,67,N,3542406,196522289
758,2012,NYN,74,88,N,2242803,93353983
759,2012,OAK,94,68,N,1679013,55372500
760,2012,PHI,81,81,N,3565718,174538938
761,2012,PIT,79,83,N,2091918,62951999
762,2012,SDN,76,86,N,2123721,55244700
763,2012,SEA,75,87,N,1721920,81978100
764,2012,SFN,94,68,Y,3377371,117620683
765,2012,SLN,88,74,N,3262109,110300862
766,2012,TBA,90,72,N,1559681,64173500
767,2012,TEX,93,69,N,3460280,120510974
768,2012,TOR,73,89,N,2099663,75009200
769,2012,WAS,98,64,N,2370794,80855143
770,2013,ARI,81,81,N,2134795,90132000
771,2013,ATL,96,66,N,2548679,87871525
772,2013,BAL,85,77,N,2357561,84393333
773,2013,BOS,97,65,Y,2833333,151530000
774,2013,CHA,63,99,N,1768413,120065277
775,2013,CHN,66,96,N,2642682,100567726
776,2013,CIN,90,72,N,2534369,106404462
777,2013,CLE,92,70,N,1572926,75771800
778,2013,COL,74,88,N,2793828,74409071
779,2013,DET,93,69,N,3083397,145989500
780,2013,HOU,51,111,N,1651883,17890700
781,2013,KCA,86,76,N,1750754,80091725
782,2013,LAA,78,84,N,3019505,124174750
783,2013,LAN,92,70,N,3743527,223362196
784,2013,MIA,62,100,N,1586322,33601900
785,2013,MIL,74,88,N,2531105,76947033
786,2013,MIN,66,96,N,2477644,75337500
787,2013,NYA,85,77,N,3279589,231978886
788,2013,NYN,74,88,N,2135657,49448346
789,2013,OAK,96,66,N,1809302,60132500
790,2013,PHI,73,89,N,3012403,169863189
791,2013,PIT,94,68,N,2256862,77062000
792,2013,SDN,76,86,N,2166691,65585500
793,2013,SEA,71,91,N,1761546,74005043
794,2013,SFN,76,86,N,3326796,140180334
795,2013,SLN,97,65,N,3369769,92260110
796,2013,TBA,92,71,N,1510300,52955272
797,2013,TEX,91,72,N,3178273,112522600
798,2013,TOR,74,88,N,2536562,126288100
799,2013,WAS,86,76,N,2652422,113703270
800,2014,ARI,64,98,N,2073730,97861500
801,2014,ATL,79,83,N,2354305,97609000
802,2014,BAL,96,66,N,2464473,103416000
803,2014,BOS,71,91,N,2956089,139019929
804,2014,CHA,73,89,N,1650821,81830500
805,2014,CHN,73,89,N,2652113,65522500
806,2014,CIN,76,86,N,2476664,108217500
807,2014,CLE,85,77,N,1437393,82151899
808,2014,COL,66,96,N,2680329,95403500
809,2014,DET,90,72,N,2917209,152855500
810,2014,HOU,70,92,N,1751829,35116300
811,2014,KCA,89,73,N,1956482,74594075
812,2014,LAA,98,64,N,3095935,121988250
813,2014,LAN,94,68,N,3782337,217014600
814,2014,MIA,77,85,N,1732283,41836900
815,2014,MIL,82,80,N,2797384,101217000
816,2014,MIN,70,92,N,2250606,83762500
817,2014,NYA,84,78,N,3401624,197543907
818,2014,NYN,79,83,N,2148808,85556990
819,2014,OAK,88,74,N,2003628,72408400
820,2014,PHI,73,89,N,2423852,180944967
821,2014,PIT,88,74,N,2442564,77178000
822,2014,SDN,77,85,N,2195373,75685700
823,2014,SEA,87,75,N,2064334,92531100
824,2014,SFN,88,74,Y,3368697,163510167
825,2014,SLN,90,72,N,3540649,120693000
826,2014,TBA,77,85,N,1446464,72689100
827,2014,TEX,67,95,N,2718733,112255059
828,2014,TOR,83,79,N,2375525,109920100
829,2014,WAS,96,66,N,2579389,131983680
830,2015,ARI,79,83,N,2080145,61834000
831,2015,ATL,67,95,N,2001392,71781250
832,2015,BAL,81,81,N,2281202,115044833
833,2015,BOS,78,84,N,2880694,181103400
834,2015,CHA,76,86,N,1755810,112373700
835,2015,CHN,97,65,N,2959812,115879310
836,2015,CIN,64,98,N,2419506,113072286
837,2015,CLE,81,80,N,1388905,87663766
838,2015,COL,68,94,N,2506789,95688600
839,2015,DET,74,87,N,2726048,172284750
840,2015,HOU,86,76,N,2153585,72256200
841,2015,KCA,95,67,Y,2708549,112107025
842,2015,LAA,85,77,N,3012765,120005415
843,2015,LAN,92,70,N,3764815,215792000
844,2015,MIA,71,91,N,1752235,68056500
845,2015,MIL,68,94,N,2542558,100850000
846,2015,MIN,83,79,N,2220054,107755000
847,2015,NYA,87,75,N,3193795,212751957
848,2015,NYN,90,72,N,2569753,96766683
849,2015,OAK,68,94,N,1768175,79053501
850,2015,PHI,63,99,N,1831080,111693000
851,2015,PIT,98,64,N,2498596,88892499
852,2015,SDN,74,88,N,2459742,118441300
853,2015,SEA,76,86,N,2193581,122208700
854,2015,SFN,84,78,N,3375882,164701500
855,2015,SLN,100,62,N,3520889,119241500
856,2015,TBA,80,82,N,1287054,64521233
857,2015,TEX,88,74,N,2491875,143742789
858,2015,TOR,93,69,N,2794891,112992400
859,2015,WAS,83,79,N,2619843,155587472
